,Team,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
61,Illinois,0.1,0.8,0.4,0.9,0.0,0.0,0.5,0.3,0.0,0.0,0.0,0.4,1.0,0.4,0.7,0.3,0.3,0.5,1.9,0.4,1.3,0.8,0.1,0.6,0.8,0.8
62,Purdue,0.1,0.6,0.6,1.2,0.4,0.1,0.6,0.7,0.4,0.0,0.0,1.2,0.2,0.1,0.0,0.6,1.3,0.6,0.7,0.9,0.4,0.9,1.7,1.1,0.7,0.2
63,Austin Peay,0.1,0.0,2.4,1.3,0.7,1.0,0.0,1.1,0.9,0.0,0.0,1.4,1.5,2.2,0.8,2.3,0.9,0.0,1.2,1.1,0.9,0.8,0.3,0.8,0.8,0.6
64,Detroit,0.1,0.0,0.4,0.4,0.3,0.0,0.7,0.0,0.9,0.0,0.0,0.3,0.6,1.1,0.4,0.0,1.5,1.2,0.7,1.0,0.5,0.0,0.3,0.5,0.0,0.5
65,Davidson,0.1,0.1,0.1,0.2,0.4,0.5,0.0,0.7,1.1,0.0,0.0,0.0,1.4,0.0,0.4,0.3,1.4,0.3,0.3,0.8,1.2,0.3,1.6,0.8,0.2,0.9
66,Geo Wshgtn,0.2,0.0,0.4,1.3,0.5,0.5,0.3,0.2,1.2,0.0,0.0,1.5,0.5,0.7,0.0,0.3,0.1,0.8,0.6,0.0,0.0,1.4,1.0,0.6,1.1,1.7
67,Buffalo,0.2,0.3,0.9,2.0,0.0,0.0,0.0,2.5,1.3,0.0,0.0,0.8,0.6,0.4,0.3,0.5,0.3,0.0,0.8,0.4,0.9,0.3,0.5,1.1,0.0,0.6
68,UCLA,0.2,0.4,0.7,1.0,0.6,1.3,1.5,0.8,0.1,0.0,0.0,0.2,1.2,1.0,0.0,0.9,0.4,0.4,1.1,0.0,2.1,0.4,0.9,2.9,1.3,0.0
69,UMKC,0.2,0.7,2.1,0.0,0.7,1.0,1.3,0.0,0.4,0.0,0.0,0.2,0.0,2.2,0.8,0.0,0.0,1.6,0.4,0.3,0.5,0.7,2.1,0.0,0.0,0.6
70,W Virginia,0.2,1.6,0.2,0.9,0.4,0.3,0.6,1.7,0.3,0.0,0.0,0.3,1.1,0.0,1.4,0.1,0.4,0.9,0.4,1.2,0.4,1.2,0.4,1.1,0.0,0.5
71,Florida,0.2,0.5,1.0,0.4,1.1,0.9,0.5,0.6,0.3,0.0,0.0,0.0,1.1,1.7,0.7,0.0,0.4,0.5,0.3,0.9,1.2,0.8,0.5,0.2,0.6,0.4
72,S Car State,0.2,0.5,0.2,2.1,0.2,0.8,0.0,1.7,0.4,0.0,0.0,0.4,0.8,0.8,1.0,1.0,0.6,0.3,0.0,0.5,0.6,1.3,1.7,0.0,1.3,1.2
73,Chattanooga,0.2,1.5,0.7,1.3,0.0,0.3,0.4,0.0,0.4,0.0,0.0,0.4,0.0,1.1,1.0,0.5,0.9,1.2,0.7,0.3,1.8,0.4,0.2,0.8,0.7,0.5
74,App State,0.2,2.0,0.3,0.1,0.5,1.7,0.5,0.0,0.9,0.0,0.0,2.0,0.7,0.3,0.4,1.8,1.1,0.0,0.0,0.1,1.4,0.9,0.3,1.7,0.2,0.9
75,Citadel,0.2,0.9,0.3,0.4,1.6,0.0,0.0,0.0,1.3,0.0,0.0,0.5,0.3,0.3,1.3,0.3,0.7,0.5,0.5,1.4,0.4,0.9,0.9,0.0,1.4,0.0
76,Princeton,0.2,1.9,0.9,0.2,0.0,0.5,0.9,1.8,1.2,0.0,0.0,0.7,0.2,1.2,1.1,0.3,1.7,0.0,1.1,0.2,3.0,0.9,0.5,--,1.3,1.3
77,Indiana,0.2,2.2,0.8,0.6,0.0,0.8,1.1,1.0,0.0,0.0,0.0,0.4,0.6,0.2,0.0,0.6,0.4,0.4,0.3,2.0,0.9,0.9,0.3,2.2,1.2,0.1
78,TX Christian,0.2,0.7,0.9,0.7,0.9,1.3,0.4,0.4,0.6,0.0,0.0,0.5,0.8,0.2,1.6,0.0,0.0,0.8,0.0,0.4,1.7,1.3,0.6,0.5,0.5,0.4
79,Cleveland St,0.2,0.5,1.3,0.9,0.0,1.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.2,0.5,0.3,1.4,0.6,0.8,0.7,2.2,1.6,1.6
80,Hampton,0.2,0.3,0.8,0.9,1.4,0.5,0.0,1.0,0.0,0.0,0.0,1.3,0.0,1.1,0.5,1.4,2.0,0.1,0.7,0.4,0.5,2.8,0.7,0.0,0.6,0.3
81,Temple,0.2,0.4,0.3,0.6,1.1,0.3,1.2,0.0,0.4,0.0,0.0,0.0,0.5,0.6,1.3,0.0,1.4,0.1,1.0,0.7,0.6,1.2,1.0,0.0,1.1,1.5
82,Kansas St,0.2,0.9,0.0,0.6,0.4,0.3,0.9,1.6,0.8,0.0,0.0,0.6,1.3,0.0,0.9,0.0,1.3,0.3,1.3,0.4,0.1,0.0,0.3,0.0,0.7,1.3
83,Florida St,0.3,1.5,0.0,2.3,0.6,0.0,1.3,0.6,1.5,0.0,0.0,0.5,0.2,0.2,1.0,0.0,0.6,0.3,0.4,0.0,1.0,0.8,0.4,0.4,0.6,0.0
84,WI-Grn Bay,0.3,0.9,0.1,0.2,1.2,1.2,0.8,0.2,1.0,0.0,0.0,0.7,1.0,0.5,0.3,0.5,0.5,0.4,1.3,1.0,0.9,0.9,1.2,2.2,0.0,0.3
85,Georgia,0.3,1.9,0.2,0.9,0.5,0.7,0.8,0.5,0.2,0.0,0.0,0.8,0.6,2.3,0.8,1.2,0.5,1.5,0.8,0.8,1.1,0.0,1.5,0.6,0.0,0.2
86,S Methodist,0.3,0.5,0.9,0.3,0.0,1.4,1.4,1.7,0.8,0.0,0.0,0.2,0.0,0.9,1.5,0.4,0.0,0.2,0.0,0.0,0.0,0.0,1.6,0.0,0.5,1.2
87,Oregon St,0.3,0.3,0.6,0.8,0.0,0.5,3.0,0.7,0.5,0.0,0.0,1.2,0.0,0.0,1.4,0.2,1.1,0.2,0.0,0.3,1.2,0.7,0.0,0.8,1.6,0.0
88,Kansas,0.3,0.7,0.2,0.0,0.2,0.0,0.9,0.8,0.4,0.0,0.0,0.5,0.4,0.2,0.3,1.0,0.5,0.3,1.0,0.9,0.2,0.8,0.4,0.3,0.6,0.4
89,S Illinois,0.3,0.4,0.1,1.2,0.0,0.7,0.0,0.0,1.5,0.0,0.0,0.7,0.6,0.6,1.1,0.4,0.2,0.0,0.6,1.4,1.5,0.0,0.2,0.7,0.0,0.1
90,NW State,0.3,0.4,0.5,0.0,0.7,0.3,0.5,0.4,0.9,0.0,0.0,0.4,1.1,1.1,0.8,0.0,1.7,0.0,0.0,0.9,0.0,0.6,0.5,1.1,0.0,0.2
91,Louisville,0.3,0.0,0.4,1.3,0.3,0.6,0.8,0.2,0.2,0.0,0.0,0.1,1.1,1.2,0.8,1.2,0.0,0.5,0.0,0.8,1.2,1.3,0.8,0.4,0.9,0.0
92,Creighton,0.3,0.0,0.9,0.5,1.6,0.2,0.9,0.8,1.1,0.0,0.0,0.3,0.6,0.2,0.6,0.0,0.0,1.2,0.0,0.0,0.8,1.6,0.1,0.5,0.5,0.6
93,Pepperdine,0.3,0.4,0.3,0.2,1.7,1.4,0.5,0.4,1.0,0.0,0.0,0.9,0.7,0.5,0.1,1.1,0.3,0.0,1.1,0.0,0.8,0.7,1.1,1.9,0.9,1.7
94,Wright State,0.3,1.4,0.0,0.0,1.4,0.0,0.0,1.4,1.1,0.0,0.0,0.8,0.4,0.0,0.7,0.5,0.0,1.1,0.2,0.5,0.6,0.5,0.8,0.5,0.0,1.8
95,La Salle,0.3,2.0,0.4,1.9,0.9,0.3,0.5,1.6,1.5,0.0,0.0,1.6,0.0,2.2,0.7,0.4,1.6,1.0,0.0,1.4,2.6,0.0,0.5,0.6,1.5,0.8
96,Portland,0.3,0.3,0.2,0.9,2.1,0.0,0.7,0.4,0.8,0.0,0.0,1.2,0.6,0.6,0.4,0.4,2.3,1.5,0.6,0.8,0.5,0.9,0.7,0.8,0.3,0.8
97,Central FL,0.3,0.0,0.7,0.8,1.8,0.2,0.3,0.7,0.0,0.0,0.0,0.3,1.4,0.0,0.0,0.5,1.3,1.8,0.5,0.2,0.3,0.2,0.6,0.7,0.4,2.2
98,Morehead St,0.3,0.0,1.1,1.1,1.1,1.1,0.0,0.9,0.5,0.0,0.0,0.2,0.7,0.9,0.0,1.5,1.6,0.5,0.7,1.5,0.6,0.8,1.0,0.5,0.3,0.2
99,Hofstra,0.3,0.0,0.0,0.3,0.2,0.0,0.0,1.2,1.0,0.0,0.0,1.4,1.1,0.9,0.0,0.5,0.5,0.6,2.0,0.7,0.3,1.8,0.0,0.6,0.7,1.0
100,S Carolina,0.3,0.2,0.8,0.2,0.3,0.4,0.7,0.7,1.0,0.0,0.0,0.6,0.0,0.8,0.3,1.0,0.0,0.0,0.4,1.2,0.4,0.2,0.4,0.0,0.2,1.3
101,NC-Wilmgton,0.3,1.8,0.2,0.0,0.6,0.8,0.7,0.4,1.4,0.0,0.0,1.0,0.0,1.8,0.0,0.0,1.2,0.6,0.7,0.2,2.0,1.0,0.8,0.9,1.7,0.8
102,Marquette,0.3,0.7,0.9,1.3,0.0,0.8,0.0,0.8,0.6,0.0,0.0,0.4,1.2,0.2,0.0,0.8,3.0,0.9,0.8,0.3,1.0,1.0,1.8,0.5,0.5,1.2
103,St Peters,0.3,1.1,0.7,0.0,0.0,1.1,0.9,0.3,1.6,0.0,0.0,0.0,1.5,0.3,0.0,0.7,0.5,1.2,1.1,0.6,1.4,1.3,0.7,0.0,0.4,0.6
104,Iowa,0.3,0.0,0.4,0.7,0.0,0.6,0.7,0.8,0.7,0.0,0.0,0.8,0.4,0.6,0.0,0.7,1.4,0.6,0.6,2.3,0.5,0.9,0.0,0.6,0.7,0.8
105,Xavier,0.3,0.4,0.3,0.0,0.2,0.4,0.4,1.4,0.2,0.0,0.0,0.3,2.7,1.0,0.5,0.6,0.4,1.3,0.0,0.3,0.6,1.0,1.5,1.1,1.4,0.2
106,Oral Roberts,0.3,0.8,2.6,1.2,1.6,1.0,2.5,0.0,0.3,0.0,0.0,1.2,0.8,0.5,0.9,0.5,0.6,0.4,0.3,1.1,1.8,0.2,0.7,0.3,0.9,0.0
107,Minnesota,0.3,0.5,0.0,1.1,0.0,1.1,1.1,0.2,1.0,0.0,0.0,0.4,1.2,0.0,1.9,0.1,1.0,0.6,1.4,1.4,1.2,0.3,0.7,1.2,0.7,0.7
108,Tennessee,0.3,0.3,0.7,1.5,0.9,0.5,0.2,0.2,0.0,0.0,0.0,0.5,0.3,0.7,1.6,0.7,0.3,0.2,0.0,0.4,1.0,1.6,0.0,0.0,0.6,0.1
109,Texas State,0.3,0.5,1.2,1.8,0.7,1.1,0.0,1.0,0.0,0.0,0.0,0.2,2.1,0.5,0.0,0.2,0.3,1.7,1.0,1.1,0.4,0.8,0.9,1.2,0.4,0.0
110,Army,0.3,0.0,0.4,1.8,0.4,0.0,0.0,0.0,1.6,0.0,0.0,1.1,0.5,0.0,1.0,1.1,0.9,1.1,1.9,1.5,0.5,0.0,0.3,0.3,0.5,0.7
111,Radford,0.3,0.6,0.0,1.0,1.5,0.3,0.7,1.1,0.2,0.0,0.0,1.2,0.4,0.7,0.0,1.2,0.3,1.8,2.0,1.0,1.0,0.6,0.2,1.4,1.7,0.2
112,Winthrop,0.3,0.2,1.8,0.5,0.2,0.4,0.4,0.4,0.7,0.0,0.0,0.7,0.5,1.9,1.2,0.2,1.8,1.5,0.0,2.0,0.0,0.4,0.8,0.0,0.6,0.4
113,Col Charlestn,0.4,0.0,0.1,0.2,0.8,1.0,0.4,0.7,0.0,0.0,0.0,0.1,0.2,0.0,1.3,0.0,1.1,0.6,0.4,0.4,1.9,0.8,0.0,1.2,0.5,0.4
114,Florida A&M,0.4,0.0,0.0,0.3,0.9,2.0,0.3,0.4,0.5,0.0,0.0,1.1,0.3,1.7,0.5,1.3,0.6,0.0,2.1,1.6,1.5,0.3,1.9,0.0,0.4,0.0
115,California,0.4,0.2,1.2,0.5,1.0,1.0,0.2,0.2,1.5,0.0,0.0,1.2,0.3,1.5,0.0,0.6,0.9,0.4,1.0,0.7,0.3,0.4,0.8,0.0,0.3,1.0
116,Arizona,0.4,0.2,0.3,0.3,0.5,1.2,0.0,0.6,1.3,0.0,0.0,0.1,1.8,1.0,0.4,0.1,0.9,0.1,1.6,0.0,0.8,0.7,0.5,0.5,0.4,0.0
117,Syracuse,0.4,0.0,0.5,0.8,0.2,0.2,0.1,0.4,0.7,0.0,0.0,2.1,0.0,0.5,0.2,0.5,0.7,0.8,0.8,0.7,1.2,0.2,0.8,0.3,1.7,0.6
118,NC State,0.4,0.3,0.7,0.8,0.0,0.5,0.2,0.0,1.0,0.0,0.0,1.0,0.4,0.0,0.3,0.2,1.4,0.6,0.6,0.6,0.2,0.5,0.2,0.5,1.4,0.2
119,San Diego,0.4,0.8,1.0,0.0,1.2,0.6,0.0,0.4,1.2,0.0,0.0,0.6,1.0,0.5,0.3,0.3,0.0,0.4,0.0,1.2,0.3,1.4,0.8,0.8,0.4,0.8
120,Lehigh,0.4,0.0,0.0,1.2,0.7,0.0,1.7,0.3,0.0,0.0,0.0,1.4,0.6,1.2,0.7,0.0,1.1,0.6,0.0,1.3,2.0,0.6,0.5,0.7,0.3,0.0
121,Manhattan,0.4,0.7,1.8,0.0,0.1,1.5,0.0,2.1,1.0,0.0,0.0,0.0,0.2,0.4,0.5,0.5,1.4,1.3,0.7,1.6,1.6,0.4,0.7,2.6,0.7,2.0
