,Team,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
80,Georgia,-4.0,-1.0,3.9,0.0,-5.4,-6.0,-0.8,7.7,0.6,-5.2,-0.5,5.0,0.7,-4.3,2.0,0.8,-2.1,-3.8,-0.9,-0.8,-1.4,2.8,-0.2,+1.4,8.7,3.0
81,Saint Louis,-4.0,-1.6,-0.6,-3.8,-0.5,0.0,-2.7,4.4,-0.7,-0.2,2.7,-0.6,-2.9,0.2,-11.1,-10.1,-7.4,7.8,6.2,7.9,0.3,-2.8,-6.3,-9.6,-6.4,-3.2
82,S Carolina,-4.0,7.6,-1.2,-1.0,-6.5,1.6,-7.4,-4.0,-5.2,4.1,-1.2,-7.0,-1.0,1.4,3.6,2.8,1.6,-2.3,-6.2,-7.4,-0.2,1.3,-3.8,+6.6,1.2,8.3
83,Wyoming,-4.0,-5.4,-2.9,-4.7,-5.9,-2.3,-1.0,0.0,1.2,1.3,4.7,1.5,7.5,6.7,-5.4,-0.8,-2.1,-3.8,2.1,-2.3,-0.7,9.9,7.9,-1.1,-5.8,4.1
84,TX-San Ant,-4.0,-0.6,-0.6,1.6,-4.6,5.9,1.1,0.4,2.4,11.3,7.0,0.2,-2.1,0.9,-2.6,5.5,10.1,0.7,13.0,4.4,0.3,-0.6,3.6,+1.0,9.0,8.9
85,Pepperdine,-3.9,-1.3,-9.8,-8.0,-5.2,0.3,0.2,-0.2,7.1,6.1,7.4,12.9,9.4,5.3,7.2,4.8,1.8,-1.1,-0.6,11.9,8.3,-0.3,0.8,-0.6,10.5,4.8
86,Syracuse,-3.9,-8.2,-11.3,-5.3,-5.5,-10.2,-5.5,-10.3,-3.5,-7.6,-4.7,-7.8,-14.5,-10.1,-13.1,-12.2,-8.8,-4.2,-4.9,-5.2,-2.9,-3.6,-5.1,-4.7,-2.3,-1.2
87,N Mex State,-3.9,-3.0,-4.3,-3.9,-3.9,-6.3,1.8,9.9,0.7,-5.0,-6.7,-2.0,-0.4,0.5,-8.6,-4.4,-8.8,-7.4,-7.1,-8.5,-10.2,-12.4,-8.3,-3.9,-5.9,4.0
88,Missouri St,-3.8,-7.3,-3.4,1.6,-2.6,-5.1,-3.1,-5.4,-7.8,-8.0,-2.2,3.1,-6.2,-6.7,-2.2,7.5,0.4,6.6,6.1,-1.7,-2.6,0.2,-2.8,-5.2,-7.2,-1.4
89,Lafayette,-3.8,-4.5,-8.5,1.4,0.3,1.6,-1.2,8.7,7.3,10.7,-0.9,7.9,-1.0,3.1,3.2,0.6,4.3,0.3,9.0,11.2,3.7,6.2,0.0,-1.0,5.9,3.3
90,Fresno St,-3.7,-3.9,-5.6,-10.5,-2.7,-4.9,-0.6,-0.8,-0.1,-5.2,0.7,2.8,0.8,0.8,1.7,3.3,-0.2,3.5,-3.0,-2.1,-6.3,-8.3,1.3,+3.6,-6.4,2.5
91,Minnesota,-3.6,-3.6,2.9,0.0,-5.8,-2.4,1.6,-5.1,-1.4,5.6,-5.1,-4.1,-8.3,-2.0,-2.8,-6.5,-3.4,-5.1,6.0,-5.7,-0.1,-1.3,-4.8,+0.7,2.2,8.2
92,Georgia St,-3.5,-3.2,-3.3,-9.0,-3.6,0.3,-5.0,2.4,6.2,7.5,4.7,4.3,2.3,2.2,-8.7,-0.4,-8.6,-7.5,0.6,-1.8,-6.0,-1.8,-3.0,-2.9,-0.2,5.9
93,Indiana,-3.5,-5.9,-9.2,-6.5,-7.1,-2.8,2.8,-0.2,-4.7,-8.4,-9.7,11.0,5.2,-1.4,-10.8,-16.5,-4.7,-5.7,-12.7,-6.5,-1.6,-3.7,-4.7,-0.3,-4.6,-6.1
94,Radford,-3.3,-4.2,-1.9,0.6,-2.4,10.2,3.3,4.5,0.7,7.3,10.3,-0.7,-1.2,14.2,9.8,3.6,-0.4,-1.6,1.7,6.8,-1.5,-3.2,-3.0,-0.4,5.3,-2.0
95,Siena,-3.2,-6.9,-5.8,-3.8,-1.0,-4.5,2.3,8.9,-1.6,-4.8,-5.7,-7.1,-9.6,2.1,2.8,8.4,1.1,4.0,-4.9,-0.2,7.5,1.4,-4.5,-4.6,2.9,-1.4
96,Tulsa,-3.2,-6.3,-17.5,-8.1,-10.4,-7.4,3.3,0.9,4.6,-4.6,-5.2,-4.9,-5.6,-2.8,-3.0,2.0,-5.1,-3.8,-4.0,2.8,-2.6,-0.8,-4.3,+1.2,2.5,12.1
97,UAB,-3.1,-3.5,1.5,-2.5,-2.6,-4.2,-6.1,-5.6,-8.1,-1.1,-6.3,-6.4,-6.6,-5.8,1.0,1.3,-1.6,-0.3,-6.6,-0.7,-5.5,-1.9,-0.7,-9.6,-11.0,-9.3
98,Nebraska,-3.1,-1.7,5.7,-0.7,0.9,5.2,-7.6,-4.1,-0.6,-1.6,-6.4,-4.1,-0.8,-5.9,4.7,5.2,-1.6,1.7,-3.3,4.3,-3.7,-3.5,8.3,+6.2,5.3,1.9
99,Davidson,-3.0,-5.5,0.0,5.1,0.1,-2.5,0.8,-2.7,-4.9,-10.6,-13.3,-11.6,1.0,-1.8,-8.9,-10.7,-4.5,-8.8,-0.6,-2.2,-8.5,-4.4,-5.2,-5.6,-8.5,-0.5
