,Team,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
82,Delaware,0.63,0.807,0.75,0.667,0.467,0.517,0.571,0.355,0.3,0.161,0.452,0.406,0.226,0.452,0.563,0.576,0.714,0.333,0.233,0.355,0.387,0.484,0.656,0.429,0.618,0.5
83,Pepperdine,0.63,0.567,0.735,0.71,0.7,0.536,0.484,0.533,0.259,0.267,0.323,0.233,0.207,0.344,0.321,0.379,0.467,0.548,0.548,0.267,0.161,0.455,0.5,0.520,0.194,0.241
84,Nebraska,0.625,0.606,0.367,0.448,0.464,0.379,0.581,0.5,0.576,0.517,0.606,0.581,0.455,0.594,0.4,0.455,0.594,0.419,0.471,0.367,0.667,0.514,0.219,0.231,0.313,0.5
85,Indiana,0.625,0.677,0.69,0.618,0.667,0.618,0.483,0.517,0.613,0.656,0.758,0.167,0.323,0.375,0.75,0.806,0.531,0.588,0.771,0.529,0.516,0.543,0.625,0.444,0.6,0.657
86,LIU-Brooklyn,0.621,0.37,0.28,0.429,0.185,0.321,0.296,0.464,0.407,0.321,0.5,0.533,0.452,0.818,0.735,0.588,0.31,0.4,0.516,0.613,0.5,0.484,,,,
87,Montana St,0.615,0.5,0.348,0.536,0.63,0.36,0.48,0.462,0.482,0.321,0.464,0.433,0.482,0.379,0.37,0.393,0.414,0.207,0.433,0.467,0.367,0.452,0.483,0.524,0.758,0.697
88,St Fran (PA),0.615,0.346,0.308,0.333,0.222,0.482,0.464,0.519,0.111,0.25,0.179,0.207,0.367,0.3,0.207,0.172,0.323,0.484,0.414,0.485,0.552,0.516,0.677,0.273,0.276,0.379
89,Texas State,0.615,0.654,0.385,0.423,0.407,0.556,0.391,0.417,0.083,0.231,0.385,0.385,0.407,0.483,0.346,0.333,0.207,0.393,0.448,0.588,0.419,0.688,0.633,0.739,0.692,0.438
90,Akron,0.615,0.654,0.593,0.429,0.3,0.482,0.464,0.643,0.688,0.781,0.686,0.629,0.677,0.629,0.636,0.781,0.618,0.588,0.735,0.743,0.419,0.484,0.759,0.619,0.688,0.645
91,Navy,0.607,0.72,0.778,0.586,0.31,0.269,0.115,0.308,0.308,0.429,0.533,0.633,0.433,0.333,0.071,0.233,0.276,0.387,0.563,0.484,0.613,0.387,0.448,0.833,0.645,0.567
92,Vanderbilt,0.606,0.483,0.633,0.5,0.531,0.379,0.697,0.588,0.567,0.636,0.765,0.613,0.719,0.677,0.694,0.485,0.484,0.588,0.576,0.543,0.375,0.281,0.344,0.360,0.528,0.595
93,Oral Roberts,0.6,0.615,0.414,0.269,0.567,0.63,0.577,0.75,0.625,0.667,0.719,0.5,0.594,0.543,0.794,0.559,0.484,0.531,0.414,0.214,0.286,0.3,0.482,0.577,0.571,0.839
94,Tulsa,0.6,0.697,0.865,0.703,0.788,0.677,0.31,0.31,0.37,0.621,0.641,0.686,0.647,0.594,0.548,0.5,0.618,0.697,0.625,0.469,0.613,0.563,0.677,0.429,0.355,0.167
95,Penn State,0.594,0.482,0.543,0.636,0.25,0.25,0.321,0.207,0.5,0.367,0.484,0.711,0.355,0.559,0.375,0.323,0.471,0.529,0.5,0.455,0.667,0.438,0.677,0.440,0.452,0.622
96,Fresno St,0.594,0.625,0.706,0.788,0.559,0.714,0.464,0.517,0.536,0.688,0.387,0.364,0.438,0.433,0.355,0.321,0.528,0.433,0.697,0.581,0.633,0.71,0.345,0.455,0.629,0.333
97,UNLV,0.594,0.536,0.75,0.519,0.656,0.656,0.567,0.533,0.567,0.806,0.765,0.656,0.727,0.727,0.727,0.706,0.606,0.531,0.516,0.344,0.606,0.548,0.531,0.400,0.548,0.581
98,Indiana St,0.593,0.536,0.688,0.656,0.214,0.226,0.321,0.355,0.429,0.4,0.467,0.323,0.516,0.576,0.531,0.531,0.656,0.467,0.452,0.333,0.379,0.448,0.586,0.583,0.286,0.629
99,Siena,0.586,0.807,0.727,0.621,0.472,0.656,0.467,0.2,0.536,0.625,0.677,0.771,0.794,0.419,0.452,0.25,0.514,0.355,0.618,0.5,0.25,0.515,0.667,0.706,0.517,0.531
100,U Penn,0.586,0.778,0.724,0.414,0.781,0.786,0.63,0.69,0.679,0.7,0.419,0.357,0.214,0.464,0.606,0.29,0.286,0.321,0.37,0.464,0.719,0.6,0.577,--,0.429,0.552
101,Kansas St,0.586,0.594,0.321,0.379,0.448,0.433,0.5,0.556,0.536,0.657,0.625,0.636,0.778,0.667,0.667,0.765,0.606,0.469,0.515,0.6,0.676,0.735,0.344,0.321,0.452,0.722
102,Memphis,0.586,0.464,0.467,0.571,0.743,0.767,0.733,0.579,0.892,0.892,0.974,0.892,0.706,0.714,0.743,0.861,0.697,0.563,0.559,0.594,0.618,0.611,0.677,0.714,0.667,0.743
103,TX-San Ant,0.583,0.593,0.5,0.464,0.655,0.346,0.552,0.48,0.346,0.154,0.346,0.552,0.593,0.548,0.533,0.313,0.222,0.429,0.133,0.387,0.531,0.5,0.345,0.500,0.25,0.267
104,E Washingtn,0.577,0.32,0.52,0.577,0.536,0.567,0.552,0.259,0.483,0.462,0.321,0.393,0.25,0.286,0.433,0.323,0.448,0.719,0.5,0.625,0.546,0.455,0.724,0.652,0.5,0.667
105,Central FL,0.577,0.63,0.379,0.25,0.571,0.645,0.8,0.7,0.444,0.69,0.516,0.533,0.452,0.625,0.645,0.621,0.379,0.379,0.4,0.667,0.594,0.727,0.533,0.478,0.6,0.559
