,Team,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
111,Rutgers,7.8,8.1,7.2,5.0,10.4,9.1,6.2,6.1,5.5,4.3,5.6,6.0,5.7,7.9,8.2,7.0,5.8,5.6,6.1,6.4,6.8,6.5,6.5,7.6,7.0,8.7
112,Kansas,7.8,7.9,9.2,6.5,9.1,9.6,7.1,6.6,9.8,9.2,8.8,6.9,8.4,7.8,7.3,7.0,5.8,6.6,6.6,6.9,6.5,6.8,7.5,6.8,6.3,8.8
113,Kent State,7.8,8.3,8.3,6.5,6.4,6.5,7.5,8.2,7.7,8.0,8.6,7.8,8.4,7.6,8.5,6.9,5.9,5.0,5.1,6.2,5.9,6.8,6.5,6.5,6.8,8.5
114,Wm & Mary,7.8,6.8,5.6,5.3,5.8,5.7,6.2,5.5,7.1,5.3,5.9,5.7,5.3,4.1,4.7,5.0,5.4,6.2,5.3,4.7,5.3,5.0,4.1,5.3,6.4,5.8
115,Radford,7.8,11.5,9.1,9.2,8.1,5.5,8.1,7.1,6.7,8.8,5.9,6.2,5.7,7.6,7.0,8.1,6.5,6.8,5.8,4.5,6.3,5.9,5.0,5.8,6.4,6.9
116,E Michigan,7.8,8.1,7.9,4.7,4.1,6.1,7.3,7.3,6.0,6.9,5.9,5.9,6.6,6.5,6.8,7.7,8.1,8.3,8.9,8.9,8.0,6.9,8.9,7.4,5.7,6.1
117,TX Southern,7.7,8.7,8.9,5.8,5.8,6.0,7.1,5.2,6.3,6.6,7.1,7.5,10.1,8.1,8.4,5.1,4.5,6.1,4.4,7.1,5.8,8.1,6.2,6.9,5.6,6.5
118,San Diego St,7.7,7.6,7.1,6.2,6.7,6.4,8.2,8.0,7.7,8.4,7.7,7.9,7.3,6.1,5.3,6.6,7.2,6.6,5.5,6.8,6.1,5.9,6.7,8.0,7.5,6.8
119,N Arizona,7.7,6.0,3.8,4.1,5.2,5.1,4.9,6.6,6.6,5.0,6.1,7.0,6.3,5.9,6.3,7.2,6.1,4.8,6.3,4.4,5.5,6.3,6.3,5.5,4.3,5.1
120,TN Tech,7.7,6.6,6.8,8.3,7.7,6.9,6.0,8.0,7.2,6.6,8.3,8.4,5.9,7.4,6.5,5.8,6.6,5.8,5.0,6.6,7.4,6.8,6.8,6.5,7.1,5.7
