,Team,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
91,Mississippi,0.4,0.556,0.556,0.214,0.667,1.000,0.167,0.6,0.5,0.333,0.455,0.429,0.5,0.5,0.357,0.500,0.5,0.615,0.5,0.286,0.667,0.5,0.857,0.714,0.667,0.727
92,Vanderbilt,0.4,0.5,0.286,0.455,0.125,0.714,0.333,0.5,0.4,0.273,0.250,0.333,0.333,0.667,0.6,0.667,0.455,0.9,0.857,0.6,0.5,0.8,0.714,0.833,0.546,0.267
93,E Illinois,0.4,0.417,0.600,0.286,0.444,0.400,0.750,0.364,0.5,0.583,0.500,0.667,0.2,0.667,0.5,0.750,0.333,0.455,0.5,0.75,0.546,0.2,0.643,0.667,0.667,0.75
94,St Josephs,0.4,0.5,0.615,0.417,0.75,0.429,0.167,0.571,0.444,0.556,0.667,0.667,0.5,0.429,0.727,0.500,0.25,0.533,0.2,0.5,0.769,0.444,0.500,0.600,0.667,0.429
95,Davidson,0.4,0.571,0.600,0.455,0.286,0.750,0.750,0.3,0.5,0.0,0.500,0.286,0.273,0.75,0.25,0.571,0.75,0.4,0.167,0.6,0.556,0.455,0.600,0.750,0.364,0.643
96,Detroit,0.4,0.286,0.455,0.429,0.333,0.714,0.500,0.8,0.308,0.857,0.727,0.6,0.75,0.375,0.462,0.778,0.5,0.6,0.667,0.6,0.5,0.6,0.778,0.571,0.75,0.833
97,TX Christian,0.4,0.333,0.625,0.8,0.5,0.833,0.286,0.333,0.75,0.571,0.400,0.444,0.75,0.833,0.083,0.250,0.75,0.8,0.4,0.4,0.692,0.222,0.556,0.222,0.4,0.462
98,Colorado,0.4,0.625,0.750,0.75,0.333,0.444,0.333,0.5,0.25,0.5,0.714,0.889,0.714,0.546,0.1,0.375,0.182,0.833,0.417,0.857,0.167,0.4,0.500,0.556,0.3,0.556
99,St Bonavent,0.4,0.444,0.400,0.333,0.4,0.833,0.250,1.0,0.625,0.5,0.714,0.571,0.625,0.3,0.5,0.583,0.636,0.7,0.3,0.625,0.111,0.667,0.444,0.400,0.222,0.625
100,Marquette,0.4,0.5,0.600,0.462,0.571,0.286,0.333,0.444,0.4,0.4,0.667,0.5,0.529,0.636,0.143,0.400,0.5,0.5,0.25,0.625,0.364,0.3,0.556,0.375,0.286,0.455
101,Wofford,0.4,0.875,0.286,0.889,0.6,0.444,0.750,0.636,0.889,0.667,0.375,0.5,0.546,0.5,0.5,0.714,0.429,0.231,0.546,0.556,0.417,0.0,0.500,0.444,0.625,0.462
102,Tennessee,0.4,0.286,0.333,0.4,0.692,0.417,0.667,0.778,0.333,0.364,0.154,0.5,0.25,0.5,0.583,0.375,1.0,0.444,0.429,0.667,0.385,0.375,0.444,0.600,0.5,0.5
103,S Illinois,0.417,0.6,0.444,0.455,0.286,0.333,0.300,0.5,0.286,0.214,0.750,0.6,0.643,0.5,0.667,0.444,0.539,1.0,0.222,0.5,0.2,0.6,0.444,0.286,0.615,0.167
104,Lg Beach St,0.429,0.375,0.571,0.333,0.429,0.714,0.556,0.417,0.375,0.25,0.778,0.385,0.5,0.429,0.8,0.222,0.6,0.429,0.533,0.571,0.667,0.429,0.400,0.546,0.571,0.583
105,Houston,0.429,0.417,0.583,0.444,0.333,0.444,0.667,0.5,0.4,0.5,0.556,0.5,0.714,0.539,0.462,0.286,0.5,0.7,0.5,0.375,0.364,0.429,0.556,0.400,0.5,0.25
106,Idaho,0.429,0.333,0.500,0.667,0.4,0.462,0.400,0.75,0.833,0.667,0.600,0.364,0.8,0.444,0.462,0.600,0.438,0.667,0.353,0.375,0.4,0.714,0.700,0.800,0.6,0.5
107,Valparaiso,0.429,0.5,0.200,0.667,0.8,0.800,0.500,0.556,0.5,0.444,0.417,1.0,0.455,0.625,0.2,0.286,0.556,0.3,0.333,0.4,0.833,0.546,0.385,0.667,0.546,0.6
108,TX Southern,0.429,0.8,0.857,0.167,0.444,0.357,0.500,0.667,0.6,0.4,0.714,0.714,0.615,0.0,0.625,0.625,0.417,0.333,0.5,0.125,0.667,0.333,0.250,0.286,0.4,0.539
109,Arizona,0.429,0.3,0.429,0.5,0.364,0.429,0.600,0.2,0.417,0.556,0.778,0.625,0.417,0.273,0.625,0.444,0.333,0.429,0.5,0.375,0.429,0.25,0.700,0.500,0.167,0.286
110,IL-Chicago,0.429,1.0,0.625,0.857,0.333,0.500,0.333,0.75,0.417,0.833,0.750,0.667,0.667,0.667,0.546,0.333,0.889,0.636,0.667,0.462,0.714,0.455,0.600,0.333,0.25,0.667
111,Miami (OH),0.429,0.167,0.636,0.636,0.667,0.286,0.250,0.375,0.143,0.5,0.643,0.556,0.636,0.333,0.571,0.750,0.143,0.583,0.455,0.539,0.455,0.571,0.556,0.333,0.556,0.778
112,Villanova,0.429,0.25,0.455,0.0,0.5,0.778,0.636,0.667,0.222,0.556,0.429,0.222,0.333,0.583,0.778,0.625,0.125,0.286,0.167,0.333,0.5,0.444,0.222,0.500,0.286,0.583
113,S Car State,0.429,0.385,0.273,0.273,0.25,0.300,0.571,0.714,0.375,0.636,0.417,0.667,0.375,0.667,0.75,0.500,0.2,0.286,0.3,0.5,0.286,0.737,0.571,1.000,0.4,0.778
114,Lehigh,0.429,0.667,1.000,0.571,0.778,0.333,0.167,0.546,0.444,0.583,0.364,0.444,1.0,0.583,0.286,0.800,0.539,0.364,0.5,0.714,0.333,0.286,0.546,0.400,0.5,0.444
115,Brown,0.429,1.0,0.667,0.333,0.286,0.600,0.400,0.333,0.375,0.583,0.286,0.625,0.429,0.667,1.0,0.375,0.8,0.4,0.857,0.6,0.5,0.417,0.200,--,0.7,0.571
116,Santa Clara,0.429,0.444,0.333,0.25,0.429,0.364,0.500,0.75,0.286,0.5,0.778,0.563,0.444,0.111,0.625,0.571,0.625,0.333,0.546,0.556,0.5,0.4,0.167,0.167,0.5,0.375
